"Questionnaire","Item","Category1","Category2","Category3","Category4","Category5","Category6"
"Eating disorder examination weight concerns","""Over the past four weeks have you been actively monitoring your shape; for example, by scrutinising yourself in the mirror, by measuring or pinching yourself, or by repeatedly checking that certain clothes fit?""","Overt Behavior","Attention",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks how dissatisfied have you been with your weight?""","Affect","Self",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past three months have you been trying to lose weight?""","Overt Behavior","Motivation ",NA,NA,NA,NA
"Child attributional style questionnaire","   1. ""I am smart.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   2. ""I am good in the subject that the test was in.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   3. ""Once in a while people are mean to me.""","Context","Affect",NA,NA,NA,NA
"Child attributional style questionnaire","   4. ""Once in a while I am mean to other people.""","Overt Behavior","Self",NA,NA,NA,NA
"Child attributional style questionnaire","   5. ""My friend was in a bad mood that day.""","Context","Affect",NA,NA,NA,NA
"Child attributional style questionnaire","   6. ""I wasn't nice to my friend that day.""","Overt Behavior","Self",NA,NA,NA,NA
"Child attributional style questionnaire","   7. ""That person is not honest.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   8. ""Many people are not honest.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   9. ""I am good at making some things.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   10. ""My parents like some things I make.""","Context","Self",NA,NA,NA,NA
"Child attributional style questionnaire","   11. ""I am not careful enough""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   12. ""Sometimes I am not careful enough""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   13. ""I don't work well with the people in that particular group.""","Overt Behavior","Context",NA,NA,NA,NA
"Child attributional style questionnaire","   14. ""I never work well with groups.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   15. ""I am a nice person.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   16. ""The people that I meet are nice.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   17. ""I am usually easy to get along with when I am with my family.""","Context","Self",NA,NA,NA,NA
"Child attributional style questionnaire","   18. ""Once in a while I am easy to get along with when I am with my family.""","Context","Self",NA,NA,NA,NA
"Child attributional style questionnaire","   19. ""I am not a good student.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   20. ""Teachers give hard tests.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   21. ""I wasn't looking where I was going.""","Overt Behavior","Attention",NA,NA,NA,NA
"Child attributional style questionnaire","   22. ""I have been careless lately.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   23. ""I did not clean my room that day""","Overt Behavior","Self",NA,NA,NA,NA
"Child attributional style questionnaire","   24. ""I usually do not clean my room.""","Overt Behavior","Self",NA,NA,NA,NA
"Child attributional style questionnaire","   25. ""There are a few things that my mother will do to please me.""","Context","Motivation",NA,NA,NA,NA
"Child attributional style questionnaire","   26. ""My mother usually likes to please me.""","Context","Motivation",NA,NA,NA,NA
"Child attributional style questionnaire","   27. ""The team members don't help each other when they play together.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   28. ""That day the team members didn't help each other.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   29. ""I was lazy that day.""","Self","Overt Behavior",NA,NA,NA,NA
"Child attributional style questionnaire","   30. ""Many days I am lazy.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   31. ""I usually enjoy myself at amusement parks.""","Self","Affect",NA,NA,NA,NA
"Child attributional style questionnaire","   32. ""I usually enjoy myself in many activities.""","Self","Affect",NA,NA,NA,NA
"Child attributional style questionnaire","   33. ""Your friend usually gives good parties.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   34. ""Your friend gave a good party that day.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   35. ""I was well behaved during class that day.""","Overt Behavior","Self",NA,NA,NA,NA
"Child attributional style questionnaire","   36. ""I am almost always well behaved during class.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   37. ""I am usually a fun person to be with.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   38. ""Sometimes I am a fun person to be with.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   39. ""I am good at putting puzzles together.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   40. ""I am good at doing many things.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   41. ""I am not good at sports.""","Self","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   42. ""The other kids who tried out are very good at sports.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   43. ""All tests are hard.""","Cognition","Context",NA,NA,NA,NA
"Child attributional style questionnaire","   44. ""Only some tests are hard.""","Cognition","Context",NA,NA,NA,NA
"Child attributional style questionnaire","   45. ""I swung the bat just right.""","Overt Behavior","Self",NA,NA,NA,NA
"Child attributional style questionnaire","   46. ""The pitcher threw an easy pitch.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   47. ""The other kids in my class did not work hard on their papers.""","Context","Cognition",NA,NA,NA,NA
"Child attributional style questionnaire","   48. ""I worked hard on the paper""","Overt Behavior","Self",NA,NA,NA,NA
"Valued living questionnaire","""How important are family relations to you?""","Motivation","Context",NA,NA,NA,NA
"Valued living questionnaire","""How important are marriage, couples, or intimate relations to you?""","Motivation","Context",NA,NA,NA,NA
"Valued living questionnaire","""How important is parenting to you?""","Motivation","Context",NA,NA,NA,NA
"Valued living questionnaire","""How important are friendships or social relations to you?""","Motivation","Context",NA,NA,NA,NA
"Valued living questionnaire","""How important is employment to you?""","Motivation","Context",NA,NA,NA,NA
"Valued living questionnaire","""How important is education or training to you?""","Motivation","Context",NA,NA,NA,NA
"Valued living questionnaire","""How important is recreation to you?""","Motivation","Context",NA,NA,NA,NA
"Valued living questionnaire","""How important is spirituality to you?""","Motivation","Self",NA,NA,NA,NA
"Valued living questionnaire","""How important is citizenship or community life to you?""","Motivation","Context",NA,NA,NA,NA
"Valued living questionnaire","""In the value area of family relations, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior",NA,NA,NA,NA
"Valued living questionnaire","""In the value area of marriage, couples, or intimate relations, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior",NA,NA,NA,NA
"Valued living questionnaire","""In the value area of parenting, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior",NA,NA,NA,NA
"Valued living questionnaire","""In the value area of friendships or social relations, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior",NA,NA,NA,NA
"Valued living questionnaire","""In the value area of employment, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior",NA,NA,NA,NA
"Valued living questionnaire","""In the value area of education or training, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior",NA,NA,NA,NA
"Valued living questionnaire","""In the value area of recreation, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior",NA,NA,NA,NA
"Valued living questionnaire","""In the value area of spirituality, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior","Self",NA,NA,NA
"Valued living questionnaire","""In the value area of citizenship or community life, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior",NA,NA,NA,NA
"Valued living questionnaire","""In the value area of physical well-being, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior",NA,NA,NA,NA
"Valued living questionnaire","""How important is physical well-being to you?""","Motivation","Self ",NA,NA,NA,NA
"Treatment self regulation questionnaire","2. ""I am engaging in or changing my health behavior because stopping smoking is very important for being as healthy as possible.""","Motivation","Overt Behavior","Self",NA,NA,NA
"Treatment self regulation questionnaire","3. ""I am engaging in or changing my health behavior because I feel that I want to take responsibility for my own health.""","Motivation","Self","Overt Behavior",NA,NA,NA
"Treatment self regulation questionnaire","4. ""I am engaging in or changing my health behavior because I would feel guilty or ashamed of myself if I smoked.""","Motivation","Affect","Self",NA,NA,NA
"Treatment self regulation questionnaire","5. ""I am engaging in or changing my health behavior because I feel pressure from others to stop smoking permanently.""","Motivation","Context","Affect",NA,NA,NA
"Treatment self regulation questionnaire","6. ""I am engaging in or changing my health behavior because I want others to see I can do it.""","Motivation","Self","Context",NA,NA,NA
"Treatment self regulation questionnaire","10. ""In the value area of family relations, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior","Context",NA,NA,NA
"Treatment self regulation questionnaire","11. ""In the value area of spirituality, how consistently did you act according to your values in the past week?""","Motivation","Overt Behavior","Self",NA,NA,NA
"Treatment self regulation questionnaire","12. ""I am engaging in or changing my health behavior but I don’t really know why.""","Motivation","Cognition","Overt Behavior",NA,NA,NA
"Treatment self regulation questionnaire","13. ""I am engaging in or changing my health behavior because it is easier to do what I am told than think about stopping smoking.""","Motivation","Cognition","Overt Behavior",NA,NA,NA
"Godlin shephard leisure time physical activity questionnaire","7. ""How many times per week did you engage in Strenous exercise (Heart beats rapidly).""","Overt Behavior",NA,NA,NA,NA,NA
"Godlin shephard leisure time physical activity questionnaire","8. ""How many times per week did you engage in Moderate exercise (Not exhausting).""","Overt Behavior",NA,NA,NA,NA,NA
"Godlin shephard leisure time physical activity questionnaire","9. ""How many times per week did you engage in Mild exercise (Minimal effort).""","Overt Behavior",NA,NA,NA,NA,NA
"Chronic illness resource survey","""1.Has your doctor or other health advisor (nurse, dietician) clearly explained what you needed to do to manage your illness?""","Cognition","Context",NA,NA,NA,NA
"Chronic illness resource survey","""2.Has your doctor or other health advisor provided support between visits such as phone calls, reminder letters, or newsletters?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""3.Has your doctor involved you as an equal partner in making decisions about illness management strategies and goals?""","Self","Motivation","Context",NA,NA,NA
"Chronic illness resource survey","""4.Has your doctor or other health care advisor listened carefully to what you had to say about your illness?""","Context","Self",NA,NA,NA,NA
"Chronic illness resource survey","""5.Has your doctor or other health advisor (nurse, dietician) answered your questions and addressed your concerns during office visits?""","Cognition","Context",NA,NA,NA,NA
"Chronic illness resource survey","""6.Has your doctor or other health care provider thoroughly explained the results of tests you had done (e.g., cholesterol, blood pressure, or other laboratory tests)?""","Cognition","Context",NA,NA,NA,NA
"Chronic illness resource survey","""7.How important are health care team resources to you in managing your illness?""","Context","Motivation",NA,NA,NA,NA
"Chronic illness resource survey","""8.Have family or friends exercised with you""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""9.Have family or friends listened carefully to what you had to say about your illness?""","Context","Self",NA,NA,NA,NA
"Chronic illness resource survey","""10. Have your family or friends encouraged you to do the things you need to do to for your illness?""","Motivation","Context",NA,NA,NA,NA
"Chronic illness resource survey","""11.Have family or friends selected or requested healthy food choices when you ate with them?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""12.Have you shared healthy low-fat recipes with friends or family members?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""13.Have family or friends helped you remember to take your medicine?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""14.Family or friends bought food or prepared food for you that was especially healthy or recommended?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""15.How important is family and friend support in managing your illness?""","Context","Motivation",NA,NA,NA,NA
"Chronic illness resource survey","""16.Have you taken time for yourself to do things that you enjoyed?""","Self","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""17.Have you congratulated or rewarded yourself for the things you did to manage your illness?""","Self","Motivation",NA,NA,NA,NA
"Chronic illness resource survey","""18.Have you focused on the things you did well to manage your illness instead of those you did not?""","Self","Cognition",NA,NA,NA,NA
"Chronic illness resource survey","""19.Have you told others how they can help in managing your illness?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""20.Have you thought about or reviewed how you were doing in accomplishing your disease management goals?""","Cognition","Self",NA,NA,NA,NA
"Chronic illness resource survey","""21. Have you used prayer or meditation to provide guidance in managing your illness?""","Self","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""22.Have you arranged your schedule so that you could more easily do the things you needed to do for your illness?""","Overt Behavior","Self",NA,NA,NA,NA
"Chronic illness resource survey","""23.How important are personal things, like those above, that you do for yourself, in managing your illness?""","Self","Motivation",NA,NA,NA,NA
"Chronic illness resource survey","""24.Have you walked or exercised outdoors in your neighborhood?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""25. Have you talked to neighbors or others who have experience living with a chronic illness?""","Context","Cognition",NA,NA,NA,NA
"Chronic illness resource survey","""26.Have you and your neighbors gotten together for activities such as barbecues, block or holiday parties?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""27.Have grocery stores where you shopped had a good supply of fresh fruits and vegetables?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""28.Have you walked or done other exercise activities with neighbors?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""29. Have you shared recipes or discussed healthy eating ideas with neighbors?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""30.How important are neighborhood resources in managing your illness?""","Context","Motivation",NA,NA,NA,NA
"Chronic illness resource survey","""31.Have you gone to a pharmacy that had good information about your illness?""","Context","Cognition",NA,NA,NA,NA
"Chronic illness resource survey","""32.Have you noticed healthy low-fat foods at stores where you frequently shop?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""33.Has your community made an effort to include groups and organizations of people with chronic diseases in civic activities?""","Context","Self",NA,NA,NA,NA
"Chronic illness resource survey","""34.Have you found that people in the community accepted you and others who have chronic illnesses?""","Self","Context",NA,NA,NA,NA
"Chronic illness resource survey","""35.Have you eaten at a restaurant that offered a variety of tasty, low-fat food choices?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""36.Have you used public transportation to get somewhere you were going?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""37.Have you gone to parks for picnics, walks, or other outings?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""38.How important is community environment to you in managing your illness?""","Context","Motivation",NA,NA,NA,NA
"Chronic illness resource survey","""39.Have you had health insurance that covered alternative therapies such as chiropractors and naturopaths?""","Context","Self",NA,NA,NA,NA
"Chronic illness resource survey","""40.Have you read articles in newspapers or magazines about people who were successfully managing a chronic illness?""","Cognition","Context",NA,NA,NA,NA
"Chronic illness resource survey","""41.Have you had health insurance that covered most of the costs of your medical needs including medicine?""","Context","Self",NA,NA,NA,NA
"Chronic illness resource survey","""42.Have you seen billboards or other advertisements that encouraged not smoking low-fat eating, or regular exercise?""","Context","Motivation",NA,NA,NA,NA
"Chronic illness resource survey","""43.Have you listened to television or radio programs that focused on health or lifestyle issues?""","Cognition","Context",NA,NA,NA,NA
"Chronic illness resource survey","""44.Have you heard things on the news that encouraged you to take good care of your health?""","Motivation","Context",NA,NA,NA,NA
"Chronic illness resource survey","""45. Have you used the Internet or World Wide Web to find or share information about your illness?""","Cognition","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""46.Have you seen TV programs or heard radio programs that realistically portrayed what it’s like living with a chronic illness?""","Cognition","Context",NA,NA,NA,NA
"Chronic illness resource survey","""47.Have you seen TV programs or heard radio programs that provided good information on your illness?""","Cognition","Context",NA,NA,NA,NA
"Chronic illness resource survey","""48.How important are media and policy resources (like those above) to you in managing your illness?""","Context","Motivation",NA,NA,NA,NA
"Chronic illness resource survey","""49. Have you called a national or local health organization for information about your illness (such as an 800 number)?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""50.Have people at your work, church, or other organization to which you belong shown understanding and support for your illness management efforts?""","Context","Self",NA,NA,NA,NA
"Chronic illness resource survey","""51. Have you participated in walks or other activities for health organizations (such as Heart, Lung, Arthritis, or Diabetes associations)?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""52.Have you attended free or low-cost meetings (for example, Weight Watchers, church groups, hospital programs) that supported you in managing your illness?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""53.Have you volunteered your time for local organizations or causes?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""54.Have you attended wellness programs or fitness facilities?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""55.Have you called or visited a local health organization or hospital to look up information, view a video, or check out written materials?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""56.Have you used community resources to help manage your illness such as senior centers, community centers, or mall walking programs?""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic illness resource survey","""57.How important are community and health organizations to you in managing your illness?""","Context","Motivation",NA,NA,NA,NA
"Chronic illness resource survey","""58.Have you had a flexible work schedule that you could adjust to meet your needs?""","Context","Self",NA,NA,NA,NA
"Chronic illness resource survey","""59. Has your work offered wellness programs or fitness facilities?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""60.Has your workplace had rules or policies that made it easier for you to manage your illness (such as no smoking rules or time off work to exercise)?""","Context","Self",NA,NA,NA,NA
"Chronic illness resource survey","""61. Have your coworkers covered for you when you needed to do something to manage your illness or were not feeling well?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""62.Have you had control over your job in terms of making decisions and setting priorities?""","Self","Context",NA,NA,NA,NA
"Chronic illness resource survey","""63.Has your employer provided paid time off work for health care or fitness activities?""","Context","Overt Behavior",NA,NA,NA,NA
"Chronic illness resource survey","""64.How important are worksite support and resources to you in managing your illness?""","Context","Motivation",NA,NA,NA,NA
"Chronic illness resource survey","""65.Please list other things that happened or other resources you used over the past 3 months that helped you to manage your illness.""","Context","Self ",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt cheerful during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt disgusted during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt attentive during the past few weeks?""","Attention","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt bashful during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt sluggish during the past few weeks?""","Overt Behavior","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt daring during the past few weeks?""","Motivation","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt surprised during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt strong during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt scornful during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt relaxed during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt irritable during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt delighted during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt inspired during the past few weeks?""","Motivation","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt fearless during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt sad during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt calm during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt afraid during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt tired during the past few weeks?""","Overt Behavior","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt amazed during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt shaky during the past few weeks?""","Overt Behavior","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt happy during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt timid during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt alone during the past few weeks?""","Affect","Self","Context",NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt alert during the past few weeks?""","Attention","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt upset during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt angry during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt bold during the past few weeks?""","Motivation","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt blue during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt shy during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt active during the past few weeks?""","Overt Behavior","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt guilty during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt joyful during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt nervous during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt lonely during the past few weeks?""","Affect","Self","Context",NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt sleepy during the past few weeks?""","Overt Behavior","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt excited during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt hostile during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt proud during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt jittery during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt lively during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt ashamed during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt at ease during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt scared during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt drowsy during the past few weeks?""","Overt Behavior","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt angry at yourself during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt enthusiastic during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt downhearted during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt sheepish during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt distressed during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt blameworthy during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt determined during the past few weeks?""","Motivation","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt frightened during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt astonished during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt interested during the past few weeks?""","Attention","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt loathing during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt confident during the past few weeks?""","Affect","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt energetic during the past few weeks?""","Overt Behavior","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt concentrating during the past few weeks?""","Attention","Self",NA,NA,NA,NA
"Positive and negative affect scale","""To what extent have you felt dissatisfied with yourself during the past few weeks?""","Affect","Self",NA,NA,NA,NA
